Date,Open,High,Low,Close,Adj Close,Volume,Count,Week Day,Change,RSI
2017-01-06,24.149999618530273,24.600000381469727,24.149999618530273,24.200000762939453,24.200000762939453,5200,0,4,0.20704407949891923,3.4600000381469727
2017-01-09,25.729999542236328,26.190000534057617,25.729999542236328,26.190000534057617,26.190000534057617,3500,1,0,1.78780023321099,3.4600000381469727
2017-01-10,27.40999984741211,28.450000762939453,27.40999984741211,28.450000762939453,28.450000762939453,400,2,1,3.794239041652281,3.4600000381469727
2017-01-11,27.600000381469727,28.540000915527344,25.549999237060547,25.549999237060547,25.549999237060547,4700,3,2,-7.427540275635369,3.4600000381469727
2017-01-12,25.549999237060547,25.549999237060547,25.549999237060547,25.549999237060547,25.549999237060547,0,4,3,0.0,3.4600000381469727
2017-01-13,25.665000915527344,26.1299991607666,25.299999237060547,25.950000762939453,25.950000762939453,3600,5,4,1.110461084143921,3.4600000381469727
2017-01-17,25.450000762939453,25.450000762939453,25.450000762939453,25.450000762939453,25.450000762939453,300,6,1,0.0,3.4600000381469727
2017-01-18,27.229999542236328,27.709999084472656,26.579999923706055,27.510000228881836,27.510000228881836,3100,7,2,1.0282801738986436,3.4600000381469727
2017-01-19,27.040000915527344,27.719999313354492,26.940000534057617,27.485000610351562,27.485000610351562,7600,8,3,1.6457088748421,3.4600000381469727
2017-01-20,25.6200008392334,25.6200008392334,25.6200008392334,25.6200008392334,25.6200008392334,400,9,4,0.0,3.4600000381469727
2017-01-23,26.920000076293945,26.920000076293945,25.99799919128418,25.99799919128418,25.99799919128418,900,10,0,-3.4249661307456325,3.4600000381469727
2017-01-24,25.99799919128418,25.99799919128418,25.99799919128418,25.99799919128418,25.99799919128418,0,11,1,0.0,3.4600000381469727
2017-01-25,26.389999389648438,26.389999389648438,25.559999465942383,26.270000457763672,26.270000457763672,8300,12,2,-0.45471365918953177,3.4600000381469727
2017-01-26,25.520000457763672,25.520000457763672,24.68000030517578,24.68000030517578,24.68000030517578,5100,13,3,-3.2915365890299086,3.4600000381469727
2017-01-27,25.770000457763672,25.780000686645508,25.600000381469727,25.780000686645508,25.780000686645508,2700,14,4,0.03880569927898758,55.149933870714854
2017-01-30,26.299999237060547,26.639999389648438,26.200000762939453,26.260000228881836,26.260000228881836,3900,15,0,-0.15208748798116734,50.25307189282881
2017-01-31,25.770000457763672,26.469999313354492,25.299999237060547,26.222999572753906,26.222999572753906,4200,16,1,1.757854508899559,40.40664789828528
2017-02-01,25.6200008392334,25.983999252319336,25.1299991607666,25.1299991607666,25.1299991607666,5600,17,2,-1.912574794753441,47.85714271812329
2017-02-02,24.65999984741211,24.979999542236328,24.600000381469727,24.920000076293945,24.920000076293945,5400,18,3,1.0543399452174862,46.85315111707557
2017-02-03,24.799999237060547,24.799999237060547,24.739999771118164,24.739999771118164,24.739999771118164,2200,19,4,-0.24193333785559323,43.820219027548234
2017-02-06,24.850000381469727,25.81999969482422,24.850000381469727,25.709999084472656,25.709999084472656,1700,20,0,3.4607593150952853,51.267048557832275
2017-02-07,26.989999771118164,27.459999084472656,26.860000610351562,26.90999984741211,26.90999984741211,7100,21,1,-0.29640579616330154,46.808508479686836
2017-02-08,27.833999633789062,27.969999313354492,26.670000076293945,26.700000762939453,26.700000762939453,10700,22,2,-4.074149909353997,45.905060394404316
2017-02-09,25.648000717163086,26.040000915527344,25.648000717163086,25.90999984741211,25.90999984741211,8600,23,3,1.021518726306403,51.703871917620475
2017-02-10,24.84000015258789,25.81999969482422,24.469999313354492,24.670000076293945,24.670000076293945,15100,24,4,-0.6843803351435751,42.91507212186189
2017-02-13,25.690000534057617,25.979999542236328,25.579999923706055,25.96500015258789,25.96500015258789,4600,25,0,1.0704539229794863,49.84532186480625
2017-02-14,24.940000534057617,25.700000762939453,24.940000534057617,25.639999389648438,25.639999389648438,3900,26,1,2.806731518048333,47.061562516902804
2017-02-15,25.979999542236328,25.979999542236328,25.229999542236328,25.780000686645508,25.780000686645508,7700,27,2,-0.7698185493255183,55.93311812739975
2017-02-16,25.170000076293945,26.08799934387207,25.170000076293945,25.469999313354492,25.469999313354492,3600,28,3,1.1918920784712128,48.172162437662564
2017-02-17,25.989999771118164,26.000999450683594,25.56999969482422,25.56999969482422,25.56999969482422,6700,29,4,-1.6160064639965,45.740739650578625
2017-02-21,24.280000686645508,24.701000213623047,24.21500015258789,24.700000762939453,24.700000762939453,7100,30,1,1.7298190461953133,41.4754372082556
2017-02-22,25.68000030517578,25.729999542236328,25.68000030517578,25.719999313354492,25.719999313354492,2500,31,2,0.15575937579195287,53.329571737831294
2017-02-23,24.200000762939453,24.84000015258789,24.1200008392334,24.729999542236328,24.729999542236328,24800,32,3,2.190077531355006,49.014520184158044
2017-02-24,25.0,25.139999389648438,24.84000015258789,25.09000015258789,25.09000015258789,17900,33,4,0.36000061035155184,51.78207904463214
2017-02-27,24.40999984741211,24.959999084472656,24.3799991607666,24.959999084472656,24.959999084472656,5000,34,0,2.2531718168726567,45.824055013181514
2017-02-28,25.6200008392334,26.06999969482422,25.020000457763672,25.020000457763672,25.020000457763672,16100,35,1,-2.3419217869458886,37.9464385634558
2017-03-01,24.599000930786133,25.09000015258789,24.56999969482422,25.09000015258789,25.09000015258789,10900,36,2,1.9960128591534065,39.54545679734061
2017-03-02,26.149999618530273,26.770000457763672,26.149999618530273,26.770000457763672,26.770000457763672,9600,37,3,2.3709401463778867,55.00582196252095
2017-03-03,26.209999084472656,26.479999542236328,25.899999618530273,25.899999618530273,25.899999618530273,900,38,4,-1.1827526774925823,57.4817444572065
2017-03-06,25.84000015258789,26.108999252319336,25.579999923706055,26.100000381469727,26.100000381469727,3700,39,0,1.0061928302883327,50.94736926641423
2017-03-07,25.219999313354492,25.90999984741211,25.219999313354492,25.90999984741211,25.90999984741211,6300,40,1,2.7359260620290593,51.93133222876377
